Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
07/08/2019 0:00;Entretien et réparation des biens mobiliers;Direction régionale RABAT SALE (DRRS);Entretien et réparations des biens mobiliers                                    ;ZIAINFO;local;Bon de commandes;8 220;Direction régionale RABAT SALE (DRRS);Investissement;0;
04/25/2019 00:00:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens mobiliers                                    ;ITALCAR;local;Bon de commandes;1 047;Siege;Investissement;0;
07/24/2019 00:00:00;Maintenance;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Maintenance des agencements & installations techniques                                    ;PREMIUM TECH;local;Bon de commandes;3 042;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
10/16/2017 00:00:00;;Siege;Installations techniques;TECHNIC FILE;local;Marché Fournitures;3 302 400;Siege;Investissement;0;
08/07/2019 0:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens mobiliers                                    ;ITALCAR;local;Bon de commandes;3 338;Siege;Investissement;1;
05/22/2019 00:00:00;Entretien et réparations des biens immobiliers ;POLYCLINIQUE ZIRAOUI;Entretien et réparations des biens immobiliers                                    ;PREMIUM TECH;local;Bon de commandes;19 020;POLYCLINIQUE ZIRAOUI;Investissement;1;
08/19/2019 00:00:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;PERFORMANCE MED-LAB;local;Bon de commandes;37 237;POLYCLINIQUE HAY HASSANI;Investissement;1;
08/08/2019 0:00;Réparation;Siege;Entretien et réparations des biens mobiliers                                    ;SMEIA;local;Bon de commandes;6 434;Siege;Investissement;1;
04/19/2019 00:00:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);Réception & participation aux manifestations officielles                                    ;PALFO SARL;local;Bon de commandes;475;Direction régionale RABAT SALE (DRRS);Investissement;0;
07/01/2019 0:00;Entretien et réparation des biens mobiliers;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Entretien et réparations des biens mobiliers                                    ;RENAULT COMMERCE MAROC;local;Bon de commandes;1 486;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;1;
06/03/2019 0:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Direction régionale CASA ANFA (DRCA);Achat de fournitures informatiques;EQUIPEMENT BADR;local;Marché Fournitures;282 528;Direction régionale CASA ANFA (DRCA);Investissement;30;
06/03/2019 0:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Direction régionale CASA ANFA (DRCA);Achat de fournitures informatiques;EQUIPEMENT BADR;local;Marché Fournitures;282 528;Direction régionale CASA ANFA (DRCA);Investissement;30;
07/01/2019 0:00;LOCATION;POLYCLINIQUE AGADIR;Location et charges locatives Diverses;PROMAMEC SARL;local;Marché Services;935 850;POLYCLINIQUE AGADIR;Investissement;1 096;
07/01/2019 0:00;LOCATION;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;PROMAMEC SARL;local;Marché Services;935 850;POLYCLINIQUE AGADIR;Investissement;1 096;
07/04/2019 0:00;Formation;Siege;Formation                                    ;Université mohamed VI des sciences de la santé casablanca;local;Contrat Droit Commun;27 300;Siege;Investissement;1;
07/11/2019 0:00;Formation;Siege;Formation                                    ;Mouvement conseil;local;Contrat Droit Commun;9 600;Siege;Investissement;0;
07/23/2019 00:00:00;Etudes;POLYCLINIQUE ZIRAOUI;Honoraires                                    ;MARJANA;local;Bon de commandes;12 000;POLYCLINIQUE ZIRAOUI;Investissement;1;
03/08/2019 0:00;Réception et participation aux manifestations officielles;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Réception & participation aux manifestations officielles                                    ;ES-SAADOUNY LAHCEN;local;Bon de commandes;1 800;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
06/24/2019 00:00:00;Maintenance;POLYCLINIQUE TANGER;Maintenance des agencements & installations techniques                                    ;NSTIE MAROC ;local;Bon de commandes;33 240;POLYCLINIQUE TANGER;Investissement;0;
07/15/2019 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale TENSIFT ATLANTIQUE (DRTA);Entretien et réparations des biens mobiliers                                    ;A.MED TECNO SERVICE;local;Bon de commandes;44 040;Direction régionale TENSIFT ATLANTIQUE (DRTA);Investissement;0;
07/23/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Entretien et réparations des biens immobiliers                                    ;DELTA SECURITE MAROC ;local;Bon de commandes;13 754;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
07/01/2019 0:00;Acquisition d'équipements informatiques;POLYCLINIQUE MOHAMMADIA;Matériel informatique;USAHOME SARL;local;Bon de commandes;9 992;POLYCLINIQUE MOHAMMADIA;Investissement;0;
08/08/2019 0:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens mobiliers                                    ;SMEIA;local;Bon de commandes;67 212;Siege;Investissement;1;
08/09/2019 0:00;Entretien et réparation de matériel et de mobilier;Direction régionale KENITRA KHEMISSET (DRKK);Entretien et réparations des biens mobiliers                                    ;STE MAJD TECHNOLOGIE;local;Bon de commandes;1 080;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;1;
08/05/2019 0:00;Acquisition de fournitures de bureau;Direction régionale TENSIFT ATLANTIQUE (DRTA);Achat de fournitures de bureau;AL AMANE BUREAU;local;Bon de commandes;26 100;Direction régionale TENSIFT ATLANTIQUE (DRTA);Investissement;0;
07/24/2019 00:00:00;Acquisition du Mobilier de Bureau;POLYCLINIQUE ZIRAOUI;Mobilier de bureau;DELTA PAP;local;Bon de commandes;9 960;POLYCLINIQUE ZIRAOUI;Investissement;1;
01/01/2019 0:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;RILMED SARL;local;Marché Fournitures;126 660;POLYCLINIQUE HAY HASSANI;Investissement;681;
11/12/2018 0:00;Matériels d'hébergement et articles de literie et de couchage et matériels de cuisine et de buanderie;POLYCLINIQUE MOHAMMADIA;Matériel D'Hébergement;MEDICAL LABORATOIRE SERVICE;local;Bon de commandes;83 640;POLYCLINIQUE MOHAMMADIA;Investissement;0;
07/25/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Entretien et réparations des biens immobiliers                                    ;CHALI. COM ;local;Bon de commandes;26 568;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
08/07/2019 0:00;Service;POLYCLINIQUE SETTAT;Maintenance des agencements & installations techniques                                    ;STE FUTURE PROTECT;local;Bon de commandes;3 756;POLYCLINIQUE SETTAT;Investissement;1;
01/01/2019 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;IM ALLIANCE;local;Marché Fournitures;128 400;POLYCLINIQUE HAY HASSANI;Investissement;986;
03/28/2019 00:00:00;Travaux d'impression;Siege;Publications                                    ;AD PLUS;local;Bon de commandes;41 022;Siege;Investissement;0;
07/11/2019 0:00;Installations techniques, Matériel et Outillage;Direction régionale CHAOUIA TADLA (DRCT);Agencements, techniques et aménagements divers;SOLVO TRAVAUX DIVERS S.A.R.L;local;Bon de commandes;32 880;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/17/2019 00:00:00;Installations techniques, Matériel et Outillage;POLYCLINIQUE ZIRAOUI;Autres installations techniques, matériel et outillage;ORLIMEDIS  SARL;local;Marché Fournitures;98 880;POLYCLINIQUE ZIRAOUI;Investissement;0;
07/11/2019 0:00;Acquisition du Matériels de Bureau;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;UMA INOV;local;Bon de commandes;31 332;POLYCLINIQUE KENITRA;Investissement;0;
07/18/2019 00:00:00;Acquisition du matériels médical;POLYCLINIQUE ZIRAOUI;Matériel Médical ;METEC DIAGNOSTIC;local;Marché Fournitures;254 000;POLYCLINIQUE ZIRAOUI;Investissement;0;
07/31/2019 00:00:00;produits pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MEGAFLEX;local;Bon de commandes;2 376;POLYCLINIQUE AGADIR;Investissement;1;
05/13/2019 00:00:00;Travaux;POLYCLINIQUE HAY HASSANI;Achats de Prestations Diverses;NIZAOUI TRAVAUX;local;Bon de commandes;5 000;POLYCLINIQUE HAY HASSANI;Investissement;0;
06/18/2019 00:00:00;Acquisition de Matériel informatique;POLYCLINIQUE MARRAKECH;Matériel informatique;LOAD AND DRIVE;local;Bon de commandes;10 000;POLYCLINIQUE MARRAKECH;Investissement;0;
05/20/2019 00:00:00;produits pharmaceutiques;POLYCLINIQUE MOHAMMADIA;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Marché Fournitures;19 209;POLYCLINIQUE MOHAMMADIA;Investissement;888;
08/19/2019 00:00:00;produits pharmaceutiques;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;IMPROVE MEDICAL;local;Bon de commandes;14 400;POLYCLINIQUE HAY HASSANI;Investissement;1;
08/23/2019 00:00:00;Achat de linge ;POLYCLINIQUE HAY HASSANI;Achats Linge, Habillements et Vêtements de Travail;SMARTCARE;local;Bon de commandes;135 567;POLYCLINIQUE HAY HASSANI;Investissement;1;
08/23/2019 00:00:00;Service;POLYCLINIQUE HAY HASSANI;Achats de Prestations Diverses;SMARTCARE;local;Bon de commandes;35 567;POLYCLINIQUE HAY HASSANI;Investissement;1;
07/01/2019 0:00;Achat de combustibles;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achats de combustibles;AFRIQUIA SMDC;local;Bon de commandes;6 450;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
08/23/2019 00:00:00;Agencement et aménagement des constructions;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Agencements, techniques et aménagements divers;AC SERVICES SARL;local;Bon de commandes;22 800;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;1;
08/23/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Entretien et réparations des biens immobiliers                                    ;TRAVAUX OMS;local;Bon de commandes;30 480;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
01/01/2018 0:00;produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;LAPROPHAN;local;Marché Fournitures;162 738;POLYCLINIQUE KENITRA;Investissement;702;
06/04/2019 0:00;installation technique,materiel et outillage;Direction régionale KENITRA KHEMISSET (DRKK);Installations techniques;IMAGE PRINT SARL;local;Bon de commandes;4 560;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
01/01/2019 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;SOMADIAG;local;Marché Fournitures;250 939;POLYCLINIQUE HAY HASSANI;Investissement;986;
01/01/2019 0:00;Acquisition du consommable médical;POLYCLINIQUE EL JADIDA;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;301 157;POLYCLINIQUE EL JADIDA;Investissement;1 096;
03/08/2019 0:00;Fourniture de bureau;POLYCLINIQUE TANGER;Achats de Fournitures de bureau et d'Informatique;DETROITEL SARL;local;Bon de commandes;30 024;POLYCLINIQUE TANGER;Investissement;0;
06/25/2019 00:00:00;Maintenance;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Maintenance des agencements & installations techniques                                    ;AC SERVICES SARL;local;Bon de commandes;6 924;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
07/12/2019 0:00;Acquisition du consommable informatique;POLYCLINIQUE AGADIR;Achats de Fournitures de bureau et d'Informatique;TA BURO SARL;local;Bon de commandes;8 700;POLYCLINIQUE AGADIR;Investissement;1;
07/23/2018 00:00:00;Acquisition du matériels médical;POLYCLINIQUE ZIRAOUI;Matériel D'Hébergement;ORLIMEDIS  SARL;local;Marché Fournitures;159 360;POLYCLINIQUE ZIRAOUI;Investissement;0;
07/19/2019 00:00:00;Consommables médicaux et produits non pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MABIOTECH;local;Bon de commandes;18 900;POLYCLINIQUE AGADIR;Investissement;0;
09/16/2019 00:00:00;produits pharmaceutiques;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;BAYER ;local;Bon de commandes;43 870;POLYCLINIQUE ZIRAOUI;Investissement;1;
08/23/2019 00:00:00;Fourniture de bureau;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Achat de petit outillage et de petit équipement;CHALI. COM ;local;Bon de commandes;8 112;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;1;
07/31/2019 00:00:00;Achat de combustibles;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Achats de combustibles;AFRIQUIA SMDC;local;Bon de commandes;6 395;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
06/25/2019 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;ISOLAB SARL;local;Bon de commandes;2 676;POLYCLINIQUE AGADIR;Investissement;0;
09/03/2019 0:00;installation technique,materiel et outillage;Siege;Installations techniques;SOCOVISTA;local;Bon de commandes;29 880;Siege;Investissement;1;
07/19/2019 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale CASA ANFA (DRCA);Entretien et réparations des biens mobiliers                                    ;RENAULT COMMERCE MAROC;local;Bon de commandes;950;Direction régionale CASA ANFA (DRCA);Investissement;1;
09/09/2019 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;MAGHREB OXYGENE;local;Bon de commandes;855;POLYCLINIQUE AGADIR;Investissement;1;
07/04/2019 0:00;Publication;Siege;Primes de publicité                                    ;RADIO PLUS;local;Contrat Droit Commun;88 145;Siege;Investissement;1;
02/25/2019 00:00:00;Entretien et réparations des biens immobiliers ;POLYCLINIQUE TANGER;Entretien et réparations des biens immobiliers                                    ;ASSEYANA TEBIA;local;Bon de commandes;48 002;POLYCLINIQUE TANGER;Investissement;0;
07/04/2019 0:00;Formation;Siege;Formation                                    ;FST SETTAT;local;Contrat Droit Commun;22 400;Siege;Investissement;0;
07/12/2019 0:00;Acquisition du consommable informatique;POLYCLINIQUE AGADIR;Entretien et réparations des biens mobiliers                                    ;Sté AGADIR INFO TELECOM;local;Bon de commandes;4 296;POLYCLINIQUE AGADIR;Investissement;0;
09/20/2019 00:00:00;Acquisition de fournitures de bureau;Direction régionale KENITRA KHEMISSET (DRKK);Achat de fournitures de bureau;TECHNIC FILE;local;Bon de commandes;28 800;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;1;
02/01/2019 0:00;Acquisition de fournitures informatiques;POLYCLINIQUE DERB GHALEF;Achats de Fournitures de bureau et d'Informatique;ASAYS BUREAU;local;Bon de commandes;104 088;POLYCLINIQUE DERB GHALEF;Investissement;1;
01/01/2018 0:00;Fourniture de fluides médicaux et entretien de leurs installaions ;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MAGHREB OXYGENE;local;Marché Fournitures;321 769;POLYCLINIQUE KENITRA;Investissement;730;
01/01/2018 0:00;Fourniture de fluides médicaux et entretien de leurs installaions ;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MAGHREB OXYGENE;local;Marché Fournitures;321 769;POLYCLINIQUE KENITRA;Investissement;730;
08/09/2019 0:00;Acquisition du Mobilier de Bureau;Direction régionale CASA ANFA (DRCA);Mobilier de bureau;K INFO SYSTEME SARL;local;Bon de commandes;63 960;Direction régionale CASA ANFA (DRCA);Investissement;1;
02/12/2019 0:00;Produits chimiques et de laboratoire, pesticides et insecticides;POLYCLINIQUE MOHAMMADIA;Achats Produits Pharmaceutiques & Laboratoires;PROMALAB;local;Bon de commandes;43 645;POLYCLINIQUE MOHAMMADIA;Investissement;1;
11/29/2018 00:00:00;Matériel médical de la médecine de travail;POLYCLINIQUE MOHAMMADIA;Matériel Médical ;CARREFOUR MEDICAL SARL;local;Marché Fournitures;108 000;POLYCLINIQUE MOHAMMADIA;Investissement;0;
11/29/2018 00:00:00;Matériel médical de la médecine de travail;POLYCLINIQUE MOHAMMADIA;Matériel Médical ;CARREFOUR MEDICAL SARL;local;Marché Fournitures;108 000;POLYCLINIQUE MOHAMMADIA;Investissement;0;
07/25/2019 00:00:00;Consommables médicaux et produits non pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MEGAFLEX;local;Bon de commandes;11 970;POLYCLINIQUE AGADIR;Investissement;0;
07/29/2019 00:00:00;produits d'entretien;Siege;Achat de produits d'entretien;EL ASRY BRAHIM;local;Bon de commandes;414;Siege;Investissement;1;
08/07/2019 0:00;Formation;Siege;Formation                                    ;LMS FORMATION SARL;local;Contrat Droit Commun;10 800;Siege;Investissement;1;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;BIOMEDICAL PRO;local;Marché Fournitures;576 912;POLYCLINIQUE KENITRA;Investissement;258;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;BIOMEDICAL PRO;local;Marché Fournitures;576 912;POLYCLINIQUE KENITRA;Investissement;258;
07/03/2019 0:00;Publication;Siege;Primes de publicité                                    ;SNRT;local;Contrat Droit Commun;116 280;Siege;Investissement;1;
