,NUMERO_ORDRE,Exercice d’engagement,Date d’engagement,Rubrique budgétaire,Type d’engagement,Montant engagé,Fournisseur,type de dépense,Nature de prestation,Service bénéficiair,"type budget(I,F)"
7303,8755/2019,2019,2019-09-05 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,43645.2,PROMALAB,Bon de commandes,"Produits chimiques et de laboratoire, pesticides et insecticides",POLYCLINIQUE MOHAMMADIA,Investissement
7304,9685/2019,2019,2019-09-22 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,44498.62,MBSTS GROUPE,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7305,9686/2019,2019,2019-09-22 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,68550.0,MBSTS GROUPE,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7306,9688/2019,2019,2019-01-01 00:00:00,Achats de fournitures & Consommable médical,Engagement,52003.2,MAROC MEDICAL SERVICES,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7307,9796/2019,2019,2019-09-24 00:00:00,Matériel informatique,Engagement,9900.0,Sté MAROC SURFACE SARL,Bon de commandes,Acquisition de Matériel informatique,POLYCLINIQUE OUJDA,Investissement
7308,9147/2019,2019,2019-09-13 00:00:00,"Achats Gaz, Propane et Combustibles",Engagement,9735.19,AFRIQUIA GAZ,Bon de commandes,Achat de combustibles,POLYCLINIQUE MARRAKECH,Investissement
7309,9570/2019,2019,2019-09-20 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,88380.0,METEC DIAGNOSTIC,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7310,9757/2019,2019,2019-09-23 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,55324.5,MBSTS GROUPE,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7311,9760/2019,2019,2019-09-23 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,5265.0,MBSTS GROUPE,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7312,9254/2019,2019,2019-08-26 00:00:00,Matériel Médical ,Engagement,129099.6,MEDICAL EXPERT,Marché Fournitures,Acquisition du matériels médical,POLYCLINIQUE AGADIR,Investissement
7313,9887/2019,2019,2019-06-05 00:00:00,Matériel de bureau,Engagement,28461.6,UNITED TECHNOLOGY,Bon de commandes,Acquisition du Matériels de Bureau,POLYCLINIQUE DERB GHALEF,Investissement
7314,10074/2019,2019,2019-08-09 00:00:00,Achats de Prestations Diverses,Engagement,40517.33,ATHISA MAROC ,Marché Fournitures,Traitement des déchets hospitaliers,POLYCLINIQUE SIDI BERNOUSSI,Investissement
7315,6259/2019,2019,2019-05-30 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,7207.2,ONIPHARMA,Bon de commandes,produits pharmaceutiques,POLYCLINIQUE INARA,Investissement
7316,6480/2019,2019,2019-08-02 00:00:00,Achats de Fournitures de bureau et d'Informatique,Engagement,14580.0,DETROITEL SARL,Bon de commandes,Fourniture de bureau,POLYCLINIQUE TANGER,Investissement
7317,6580/2019,2019,2019-07-03 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,2291.18,ITALCAR,Bon de commandes,Réparation,Siege,Investissement
7318,BC 27/2019/9310,2019,2019-06-18 00:00:00,"Autres installations techniques, matériel et outillage",Engagement,29520.0,GENERAL ELECTRIC TRADING,Bon de commandes,"installation technique,materiel et outillage",Direction régionale CHAOUIA TADLA (DRCT),Investissement
7319,6170/2019,2019,2019-06-20 00:00:00,Achats Pièces de Rechange Matériel Médical,Engagement,2052.0,MEDICAR,Bon de commandes,Entretien et réparation des biens mobiliers,POLYCLINIQUE AGADIR,Investissement
7320,6978/2019,2019,2019-07-05 00:00:00,Annonces et insertions,Engagement,2102.4,GROUPE MAROC SOIR,Bon de commandes,Annonces et Insertions,POLYCLINIQUE AGADIR,Investissement
7321,16413/2018,2018,2018-11-30 00:00:00,Matériel D'Hébergement,Engagement,9600.0,BOTECH,Bon de commandes,Matériels d'hébergement et articles de literie et de couchage et matériels de cuisine et de buanderie,POLYCLINIQUE MOHAMMADIA,Investissement
7322,9488/2019,2019,2019-09-19 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,3972.0,MEGA SCIENCE SARL,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7323,6672/2019,2019,2019-07-04 00:00:00,Primes de publicité                                    ,Engagement,130174.0,NEO REGIE,Contrat Droit Commun,Publication,Siege,Investissement
7324,6801/2019,2019,2019-07-08 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,4097.45,ITALCAR,Bon de commandes,Réparation,Siege,Investissement
7325,6241/2019,2019,2019-06-26 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,66146.38,KENIPHARMA,Bon de commandes,Maintenance,POLYCLINIQUE KENITRA,Investissement
7326,7788/2019,2019,2019-07-29 00:00:00,"Achats Linge, Habillements et Vêtements de Travail",Engagement,59204.93,Atlas services santé,Bon de commandes,Achat de linge ,POLYCLINIQUE MARRAKECH,Investissement
7327,7561/2019,2019,2019-07-23 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,8400.0,THERA PHARMA SARL,Bon de commandes,Fourniture de consommable et réactifs de laboratoire,POLYCLINIQUE MARRAKECH,Investissement
7328,16430/2018,2018,2018-12-21 00:00:00,Installations techniques,Engagement,19070.01,COMADI SA,Bon de commandes,"installation technique,materiel et outillage",POLYCLINIQUE MOHAMMADIA,Investissement
7329,9040/2019,2019,2019-09-12 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,184744.0,HEMOLAB PHARMA SA,Marché Fournitures,Fourniture de consommable médical,POLYCLINIQUE MOHAMMADIA,Investissement
7330,7529/2019,2019,2019-07-23 00:00:00,Réception & participation aux manifestations officielles                                    ,Engagement,1095.0,LA MEDA INVEST SARL,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale RABAT SALE (DRRS),Investissement
7331,8437/2019,2019,2019-04-29 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,30666.0,ISLI S.A.R.L,Bon de commandes,Fourniture de consommable et réactifs de laboratoire,POLYCLINIQUE SIDI BERNOUSSI,Investissement
7332,9451/2019,2019,2019-09-20 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,46010.0,LABORATOIRE STERIPHARMA,Bon de commandes,Fourniture de produits pharmaceutiques,POLYCLINIQUE AGADIR,Investissement
7333,8733/2019,2019,2019-09-04 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,61128.0,ESPACE BIOLOGIE,Bon de commandes,"Produits chimiques et de laboratoire, pesticides et insecticides",POLYCLINIQUE MOHAMMADIA,Investissement
7334,9518/2019,2019,2019-09-19 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,184250.0,HEMOLAB PHARMA SA,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7335,6624/2019,2019,2019-07-03 00:00:00,Primes de publicité                                    ,Engagement,59040.0,ILS MEDIAS,Contrat Droit Commun,Publication,Siege,Investissement
7336,7013/2019,2019,2019-07-10 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,98440.0,LABORATOIRE STERIPHARMA,Bon de commandes,Achat de linge ,POLYCLINIQUE KENITRA,Investissement
7337,9762/2019,2019,2019-01-01 00:00:00,Achats de fournitures & Consommable médical,Engagement,24427.92,STERIFIL,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7338,8139/2019,2019,2019-08-07 00:00:00,Achats Produits Pharmaceutiques & Laboratoires,Engagement,2868.46,HEMOLAB PHARMA SA,Bon de commandes,Maintenance,POLYCLINIQUE KENITRA,Investissement
7339,9695/2019,2019,2019-09-23 00:00:00,Réception & participation aux manifestations officielles                                    ,Engagement,1782.0,STE COMFOREVEN SARL,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7340,9608/2019,2019,2019-09-20 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,1740.0,HIVERNAGE BUREAUTIQUE,Bon de commandes,Entretien et réparation des biens mobiliers,POLYCLINIQUE MARRAKECH,Investissement
7341,5995/2019,2019,2019-01-01 00:00:00,Achats de Prestations Diverses,Engagement,269568.0,E.D.S.N,Marché Services,Service,POLYCLINIQUE TANGER,Investissement
7342,9573/2019,2019,2019-09-20 00:00:00,Achats de fournitures & Consommable médical,Dimunition Engagement,38433.6,NUMELEC MAROC SARL,Marché Fournitures,Acquisition du consommable médical,POLYCLINIQUE DERB GHALEF,Investissement
7343,6880/2019,2019,2019-06-27 00:00:00,Maintenance des agencements & installations techniques                                    ,Engagement,8688.0,AXIOM CONCEPT,Bon de commandes,Maintenance,POLYCLINIQUE ZIRAOUI,Investissement
7344,7016/2019,2019,2019-07-10 00:00:00,Formation                                    ,Engagement,21600.0,LICORNE,Contrat Droit Commun,Formation,Siege,Investissement
7345,6715/2019,2019,2019-06-24 00:00:00,"Autres installations techniques, matériel et outillage",Engagement,59947.2,TELECO MAROC,Bon de commandes,"Installations techniques, Matériel et Outillage",Direction régionale CASA ANFA (DRCA),Investissement
7346,7929/2019,2019,2019-07-31 00:00:00,Annonces et insertions,Engagement,892.8,GROUPE MAROC SOIR,Bon de commandes,Annonces et Insertions,POLYCLINIQUE AGADIR,Investissement
7347,7924/2019,2019,2019-07-31 00:00:00,Annonces et insertions,Engagement,1540.8,GROUPE MAROC SOIR,Bon de commandes,Annonces et Insertions,POLYCLINIQUE AGADIR,Investissement
7348,6214/2019,2019,2019-06-25 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,1864.19,ITALCAR,Bon de commandes,Réparation,Siege,Investissement
7349,7198/2019,2019,2019-03-01 00:00:00,Entretien et réparations des biens immobiliers                                    ,Engagement,44346.0,STE INITIAL LITTAMIR,Bon de commandes,Travaux,POLYCLINIQUE INARA,Investissement
7350,8486/2019,2019,2019-01-01 00:00:00,Achats de fournitures & Consommable médical,Engagement,389886.0,STERIFIL,Marché Fournitures,Consommables médicaux et produits non pharmaceutiques,POLYCLINIQUE HAY HASSANI,Investissement
7351,8402/2019,2019,2019-08-19 00:00:00,Achats de Fournitures de bureau et d'Informatique,Engagement,49700.4,CRYSTAL PRINT,Bon de commandes,Acquisition de fournitures de bureau,POLYCLINIQUE MOHAMMADIA,Investissement
7352,6404/2019,2019,2019-06-03 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,3468.0,MEXIM PRO INCENDIE,Bon de commandes,Produits de lutte contre l'incendie ,POLYCLINIQUE EL JADIDA,Investissement
7353,8203/2019,2019,2019-08-08 00:00:00,Entretien et réparations des biens immobiliers                                    ,Engagement,48000.0,A.MED TECNO SERVICE,Bon de commandes,Entretien et réparations des biens immobiliers ,Direction régionale TENSIFT ATLANTIQUE (DRTA),Investissement
7354,01862/2019,2019,2019-12-16 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,1714.48,ITALCAR,Bon de commandes,Entretien et réparation des biens mobiliers,Direction des achats et de la logistique (DAL),Investissement
7355,10288/2019,2019,2019-07-24 00:00:00,Matériel informatique,Engagement,9972.0,SOUBEL NEGOCE,Bon de commandes,Acquisition de Matériel informatique,POLYCLINIQUE ZIRAOUI,Investissement
7356,02316/2019,2019,2019-12-23 00:00:00,Achat de petit outillage et de petit équipement,Engagement,3360.0,SIELMED,Bon de commandes,"Fournitures d'équipement médio-techniques, piéces de rechange pour les équipements médico-techniques",POLYCLINIQUE AGADIR,Investissement
7357,01666/2019,2019,2019-12-06 00:00:00,Achats de fournitures & Consommable médical,Engagement,855.0,MAGHREB OXYGENE,Bon de commandes,Acquisition du consommable médical,POLYCLINIQUE AGADIR,Investissement
7358,03637/2019,2019,2019-12-20 00:00:00,Achat de fournitures de bureau,Engagement,15120.0,CHAOUIA INFO,Bon de commandes,Fourniture de bureau,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7359,01892/2019,2019,2019-12-17 00:00:00,Achats de combustibles,Engagement,13133.0,AFRIQUIA SMDC,Bon de commandes,Achat de combustibles,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7360,01642/2019,2019,2019-12-06 00:00:00,Maintenance des agencements & installations techniques                                    ,Engagement,26976.0,Sté IMAF NEGOCE SARL,Bon de commandes,Maintenance,POLYCLINIQUE AGADIR,Investissement
7361,03741/2019,2019,2019-12-24 00:00:00,Achat de fournitures de bureau,Engagement,14820.0,PROVEDIC,Bon de commandes,Fourniture de bureau,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7362,03868/2019,2019,2019-10-29 00:00:00,Achat de produits d'entretien,Engagement,1180.0,EL ASRY BRAHIM,Bon de commandes,produits d'entretien,Direction des achats et de la logistique (DAL),Investissement
7363,01858/2019,2019,2019-01-01 00:00:00,Achat de fournitures de bureau,Engagement,59035.2,SOLPRINT ,Marché Fournitures,Fourniture de bureau,Siege,Investissement
7364,ENG 00034/2020,2020,2020-01-23 00:00:00,Achat de fournitures de bureau,Engagement,1185600.0,INFO BUSINESS,Marché Fournitures,Fourniture de bureau,Direction des achats et de la logistique (DAL),Investissement
7365,01466/2019,2019,2019-10-29 00:00:00,Achat de fournitures de bureau,Engagement,81420.0,MONDOFFICE,Bon de commandes,Fourniture de bureau,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7366,134/2019/,2019,2019-10-31 00:00:00,"Achats de travaux, études et prestations de service",Engagement,19200.0,ZELMATOP,Bon de commandes,Service,Direction des achats et de la logistique (DAL),Investissement
7367,ENG 00001/2020,2020,2020-01-17 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,2640.25,ITALCAR,Bon de commandes,Entretien et réparation de matériel et de mobilier,Direction des achats et de la logistique (DAL),Investissement
7368,02731/2019,2019,2019-12-30 00:00:00,Installations techniques,Engagement,48150.0,MEXIM PRO INCENDIE,Bon de commandes,"installation technique,materiel et outillage",POLYCLINIQUE EL JADIDA,Investissement
7369,03676/2019,2019,2019-12-31 00:00:00,Maintenance des agencements & installations techniques                                    ,Engagement,10080.0,PREMIUM TECH,Bon de commandes,Maintenance,POLYCLINIQUE SIDI BERNOUSSI,Investissement
7370,ENG 00007/2020,2020,2020-01-20 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,4475.95,ITALCAR,Bon de commandes,Entretien et réparation des biens mobiliers,Direction des achats et de la logistique (DAL),Investissement
7371,10676/2019,2019,2019-10-09 00:00:00,"Autres mobiliers, mat.de bureau et aménagements divers",Engagement,182400.0,ZORATEC,Bon de commandes,Acquisition du Mobilier médical,Direction des achats et de la logistique (DAL),Investissement
7372,03838/2019,2019,2019-11-07 00:00:00,Maintenance des agencements & installations techniques                                    ,Engagement,3960.0,MAGHREB OXYGENE,Bon de commandes,Maintenance,POLYCLINIQUE INARA,Investissement
7373,01424/2019,2019,2019-10-08 00:00:00,Achats de fournitures & Consommable médical,Engagement,1800.0,STE GAMMA MEDICAL,Bon de commandes,Acquisition du consommable médical,Direction régionale CHAOUIA TADLA (DRCT),Investissement
7374,01165/2019,2019,2019-11-25 00:00:00,Entretien et réparations des biens mobiliers                                    ,Engagement,3158.39,ITALCAR,Bon de commandes,Entretien et réparation des biens mobiliers,Direction des achats et de la logistique (DAL),Investissement
7375,10116/2019,2019,2019-09-25 00:00:00,Agencements et améganements des agences et des représentations,Engagement,67200.0,BIYATI ABDESLAM,Marché Services,,Direction des achats et de la logistique (DAL),Investissement
7376,10110/2019,2019,2019-09-25 00:00:00,Logiciels et Progiciels,Engagement,1047958.8,OPTIMUS TELECOM,Marché Fournitures,,Direction des achats et de la logistique (DAL),Investissement
7377,10163/2019,2019,2019-09-24 00:00:00,Agencements et améganements des agences et des représentations,Engagement,1992153.6,CHEKKORIBAT,Marché Travaux,,Direction des achats et de la logistique (DAL),Investissement
7378,10169/2019,2019,2019-09-23 00:00:00,Installations techniques,Engagement,607116.0, AIT BENNANI,Marché Fournitures,,Direction des achats et de la logistique (DAL),Investissement
7379,02808/2019,2019,2019-12-12 00:00:00,Maintenance des agencements & installations techniques                                    ,Engagement,7200.0,SERVICES SCIENCE SANTE,Bon de commandes,Réparation et maintenance des équipements et des installations techniques ,POLYCLINIQUE SIDI BERNOUSSI,Investissement
